"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"overdraw",800,800,1,10,"process_cold",0,330
"overdraw",800,800,1,10,"warm",1,250
"overdraw",800,800,1,10,"warm",2,227
"overdraw",800,800,1,10,"warm",3,257
