"label","seconds","interval_ms"
"Validating Mesh",2.596,NA
"Pre-processing scene",2.596,0
"Pre-processed  scene",2.596,0
"Removed duplicate materials",2.596,0
"Processed scene bounds",2.596,0
"Processed texture filenames",2.596,0
"Processed materials",2.597,0.99999999999989
"Loaded environment maps",2.597,0
"Initialized buffers",2.601,4
"Initialized shadowmaps",2.601,0
"Initialized alpha buffers",2.601,0
"Initialized shaders",2.601,0
"Initialized 3D models",2.601,0
"Calculated depth buffer(s)",2.601,0
"Executed pixel shaders",2.614,12.9999999999999
"Calculated linear depth",2.626,12
"Applied toon outline JFA pass",2.742,116
"Rasterized image",2.742,0
"Display/save image",2.896,154
