case,width,height,fsaa,cores,samples,cold_ms,warm_median_ms,warm_p95_ms,fps,native_median_ms,native_p95_ms,peak_rss_bytes,R_allocation_bytes,profiled_native_median_ms,profiled_native_samples,single_render_peak_rss_bytes
overdraw,1920,1080,2,4,3,2438,2157.0,2183.1,0.46360686138154844,183.0,187.4999999999991,6084755456,6061237280,227.0,1,
overdraw,800,800,1,1,3,336,264.0,273.9,3.787878787878788,85.0,88.6,799457280,498428128,92.0000000000001,1,
overdraw,800,800,1,10,3,296,206.0,221.3,4.854368932038835,32.0,32.0,852377600,498428128,36.0,1,
overdraw,800,800,1,2,3,309,224.0,247.4,4.464285714285714,56.9999999999999,56.9999999999999,805453824,498428128,60.0000000000001,1,
overdraw,800,800,1,4,3,294,209.0,231.5,4.784688995215311,40.0,40.89999999999991,773505024,498428128,47.9999999999996,1,
small,800,800,1,4,3,253,185.0,188.6,5.405405405405405,6.0,6.89999999999991,849510400,485353360,6.00000000000023,1,
