case,width,height,fsaa,cores,samples,cold_ms,warm_median_ms,warm_p95_ms,fps,native_median_ms,native_p95_ms,peak_rss_bytes,R_allocation_bytes,profiled_native_median_ms,profiled_native_samples,single_render_peak_rss_bytes
alpha16,800,800,1,1,3,404,329.0,329.0,3.0395136778115504,318.0,322.5,1029423104,132167784,320.0,3,389840896
grid1m,800,800,1,1,3,275,238.0,259.6,4.201680672268908,180.000000000001,181.8000000000001,1252589568,284657152,185.0,3,733642752
normal_shared,800,800,1,1,3,307,257.0,257.9,3.8910505836575875,198.0,198.9000000000009,1140899840,272626768,204.000000000001,3,731447296
shadow,800,800,1,1,3,114,36.9999999999999,38.79999999999999,27.0270270270271,20.0,20.89999999999991,486326272,135961152,20.0,3,218300416
small,800,800,1,1,3,99,23.0,28.4,43.47826086956522,8.00000000000001,8.00000000000001,508215296,134507736,8.00000000000001,3,219447296
ssao,800,800,1,1,3,221,151.0,155.5,6.622516556291391,109.0,109.0,548470784,194255712,107.0,3,271466496
tangent_overdraw,800,800,1,1,3,672,599.0,600.8,1.669449081803005,580.0,584.5,396673024,132162472,577.999999999999,3,208945152
toon,800,800,1,1,3,264,183.0,204.6,5.46448087431694,143.0,143.9,560234496,171154656,142.0,3,334036992
