"label","seconds","interval_ms"
"Validating Mesh",0.857,NA
"Pre-processing scene",0.857,0
"Pre-processed  scene",0.857,0
"Removed duplicate materials",0.857,0
"Processed scene bounds",0.857,0
"Processed texture filenames",0.857,0
"Processed materials",0.858,1
"Loaded environment maps",0.858,0
"Initialized buffers",0.86,2
"Initialized shadowmaps",0.86,0
"Initialized alpha buffers",0.86,0
"Initialized shaders",0.86,0
"Initialized 3D models",0.86,0
"Calculated depth buffer(s)",0.86,0
"Executed pixel shaders",0.864,4
"Calculated linear depth",0.864,0
"Rasterized image",0.865,1
"Assembled output",0.876,11
"Clamped output",0.88,4
"Display/save image",0.88,0
