"label","seconds","interval_ms"
"Validating Mesh",1.66,NA
"Pre-processing scene",1.66,0
"Pre-processed  scene",1.66,0
"Removed duplicate materials",1.66,0
"Processed scene bounds",1.66,0
"Processed texture filenames",1.66,0
"Processed materials",1.66,0
"Loaded environment maps",1.66,0
"Initialized buffers",1.666,6
"Initialized shadowmaps",1.666,0
"Initialized alpha buffers",1.666,0
"Initialized shaders",1.666,0
"Initialized 3D models",1.666,0
"Calculated depth buffer(s)",1.666,0
"Executed pixel shaders",1.68,14
"Calculated AO",1.769,89
"Calculated linear depth",1.769,0
"Rasterized image",1.77,1.00000000000011
"Assembled output",1.79,20
"Clamped output",1.794,4
"Display/save image",1.794,0
