"label","seconds","interval_ms"
"Validating Mesh",3.059,NA
"Pre-processing scene",3.06,0.99999999999989
"Pre-processed  scene",3.06,0
"Removed duplicate materials",3.06,0
"Processed scene bounds",3.06,0
"Processed texture filenames",3.06,0
"Processed materials",3.06,0
"Loaded environment maps",3.06,0
"Initialized buffers",3.062,1.99999999999978
"Initialized shadowmaps",3.062,0
"Initialized alpha buffers",3.062,0
"Initialized shaders",3.062,0
"Initialized 3D models",3.062,0
"Calculated depth buffer(s)",3.063,1.00000000000033
"Executed pixel shaders",3.231,168
"Calculated linear depth",3.371,140
"Rasterized image",3.371,0
"Assembled output",3.382,11.0000000000001
"Clamped output",3.387,4.99999999999989
"Display/save image",3.387,0
