"label","seconds","interval_ms"
"Validating Mesh",2.391,NA
"Pre-processing scene",2.396,4.99999999999989
"Pre-processed  scene",2.396,0
"Removed duplicate materials",2.4,4
"Processed scene bounds",2.402,2.00000000000022
"Processed texture filenames",2.403,0.99999999999989
"Processed materials",2.411,8.00000000000001
"Loaded environment maps",2.412,0.99999999999989
"Initialized buffers",2.414,2.00000000000022
"Initialized shadowmaps",2.414,0
"Initialized alpha buffers",2.414,0
"Initialized shaders",2.414,0
"Initialized 3D models",2.418,4
"Calculated depth buffer(s)",2.418,0
"Executed pixel shaders",2.507,89
"Calculated linear depth",2.507,0
"Rasterized image",2.509,1.99999999999978
"Assembled output",2.525,16
"Clamped output",2.529,4
"Display/save image",2.529,0
