"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"small",800,800,1,1,"process_cold",0,99
"small",800,800,1,1,"warm",1,24
"small",800,800,1,1,"warm",2,21
"small",800,800,1,1,"warm",3,21.9999999999999
