"label","seconds","interval_ms"
"Validating Mesh",4.471,NA
"Pre-processing scene",4.471,0
"Pre-processed  scene",4.471,0
"Removed duplicate materials",4.471,0
"Processed scene bounds",4.471,0
"Processed texture filenames",4.471,0
"Processed materials",4.471,0
"Loaded environment maps",4.471,0
"Initialized buffers",4.474,3.00000000000011
"Initialized shadowmaps",4.474,0
"Initialized alpha buffers",4.474,0
"Initialized shaders",4.474,0
"Initialized 3D models",4.474,0
"Calculated depth buffer(s)",4.475,0.999999999999446
"Executed pixel shaders",5.057,582.000000000001
"Calculated linear depth",5.057,0
"Rasterized image",5.059,1.99999999999978
"Assembled output",5.07,11.0000000000001
"Clamped output",5.074,3.99999999999956
"Display/save image",5.074,0
