"label","seconds","interval_ms"
"Validating Mesh",1.037,NA
"Pre-processing scene",1.037,0
"Pre-processed  scene",1.037,0
"Removed duplicate materials",1.037,0
"Processed scene bounds",1.037,0
"Processed texture filenames",1.038,1.00000000000011
"Processed materials",1.038,0
"Loaded environment maps",1.038,0
"Initialized buffers",1.041,2.99999999999989
"Initialized shadowmaps",1.041,0
"Initialized alpha buffers",1.041,0
"Initialized shaders",1.041,0
"Initialized 3D models",1.041,0
"Calculated depth buffer(s)",1.042,1.00000000000011
"Executed pixel shaders",1.057,14.9999999999999
"Calculated linear depth",1.057,0
"Rasterized image",1.058,1.00000000000011
"Assembled output",1.068,10
"Clamped output",1.071,2.99999999999989
"Display/save image",1.071,0
