"label","seconds","interval_ms"
"Validating Mesh",3.135,NA
"Pre-processing scene",3.135,0
"Pre-processed  scene",3.135,0
"Removed duplicate materials",3.135,0
"Processed scene bounds",3.135,0
"Processed texture filenames",3.135,0
"Processed materials",3.135,0
"Loaded environment maps",3.135,0
"Initialized buffers",3.138,3.00000000000011
"Initialized shadowmaps",3.138,0
"Initialized alpha buffers",3.138,0
"Initialized shaders",3.138,0
"Initialized 3D models",3.138,0
"Calculated depth buffer(s)",3.138,0
"Executed pixel shaders",3.315,177
"Calculated linear depth",3.464,149
"Rasterized image",3.464,0
"Assembled output",3.471,7.00000000000012
"Clamped output",3.474,3.00000000000011
"Display/save image",3.474,0
