"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"small",800,800,2,4,"process_cold",0,805
"small",800,800,2,4,"warm",1,655
"small",800,800,2,4,"warm",2,640
"small",800,800,2,4,"warm",3,679
