"label","seconds","interval_ms"
"Validating Mesh",0.954,NA
"Pre-processing scene",0.954,0
"Pre-processed  scene",0.954,0
"Removed duplicate materials",0.954,0
"Processed scene bounds",0.954,0
"Processed texture filenames",0.954,0
"Processed materials",0.955,1
"Loaded environment maps",0.955,0
"Initialized buffers",0.957,2
"Initialized shadowmaps",0.957,0
"Initialized alpha buffers",0.957,0
"Initialized shaders",0.957,0
"Initialized 3D models",0.957,0
"Calculated depth buffer(s)",0.958,1
"Executed pixel shaders",0.962,4
"Calculated linear depth",0.962,0
"Rasterized image",0.963,1
"Assembled output",0.974,11
"Clamped output",0.978,4
"Display/save image",0.978,0
