"label","seconds","interval_ms"
"Validating Mesh",1.863,NA
"Pre-processing scene",1.864,1.00000000000011
"Pre-processed  scene",1.864,0
"Removed duplicate materials",1.864,0
"Processed scene bounds",1.864,0
"Processed texture filenames",1.864,0
"Processed materials",1.864,0
"Loaded environment maps",1.864,0
"Initialized buffers",1.868,4
"Initialized shadowmaps",1.868,0
"Initialized alpha buffers",1.868,0
"Initialized shaders",1.868,0
"Initialized 3D models",1.868,0
"Calculated depth buffer(s)",1.868,0
"Executed pixel shaders",1.88,11.9999999999998
"Calculated linear depth",1.892,12
"Applied toon outline JFA pass",2.006,114
"Rasterized image",2.007,1.00000000000033
"Assembled output",2.025,17.9999999999998
"Clamped output",2.031,6.00000000000023
"Display/save image",2.031,0
