"case","cores","regime","sample","elapsed_ms"
"small",1,"warm",1,471
"small",1,"warm",2,599
"small",1,"warm",3,485
"small",1,"warm",4,472
"small",1,"warm",5,567
"small",1,"native",1,126
"small",1,"native",2,114.000000000001
"small",1,"native",3,128
"small",1,"native",4,210
"small",1,"native",5,105
