"label","seconds","interval_ms"
"Validating Mesh",3.827,NA
"Pre-processing scene",3.827,0
"Pre-processed  scene",3.827,0
"Removed duplicate materials",3.827,0
"Processed scene bounds",3.83,3.00000000000011
"Processed texture filenames",3.833,3.00000000000011
"Processed materials",3.848,14.9999999999997
"Loaded environment maps",3.848,0
"Initialized buffers",3.851,3.00000000000011
"Initialized shadowmaps",3.851,0
"Initialized alpha buffers",3.851,0
"Initialized shaders",3.857,6.00000000000023
"Initialized 3D models",3.864,6.99999999999967
"Calculated depth buffer(s)",3.864,0
"Executed pixel shaders",4.023,159
"Calculated linear depth",4.024,1.00000000000033
"Rasterized image",4.028,3.99999999999956
"Assembled output",4.045,17.0000000000003
"Clamped output",4.049,4.00000000000045
"Display/save image",4.049,0
