"case","width","height","fsaa","cores","regime","sample","elapsed_ms"
"grid500k",800,800,1,1,"process_cold",0,1138
"grid500k",800,800,1,1,"warm",1,953
"grid500k",800,800,1,1,"warm",2,964
"grid500k",800,800,1,1,"warm",3,1016
"grid500k",800,800,1,1,"warm",4,1005
"grid500k",800,800,1,1,"warm",5,967
