"label","seconds","interval_ms"
"Validating Mesh",4.939,NA
"Pre-processing scene",4.94,1.00000000000033
"Pre-processed  scene",4.94,0
"Removed duplicate materials",4.941,0.999999999999446
"Processed scene bounds",4.942,1.00000000000033
"Processed texture filenames",4.942,0
"Processed materials",4.944,1.99999999999978
"Loaded environment maps",4.944,0
"Initialized buffers",4.951,6.99999999999967
"Initialized shadowmaps",4.951,0
"Initialized alpha buffers",4.952,1.00000000000033
"Initialized shaders",5,48
"Initialized 3D models",5.002,1.99999999999978
"Calculated depth buffer(s)",5.005,3.00000000000011
"Executed pixel shaders",5.148,143
"Calculated linear depth",5.162,14.0000000000002
"Rasterized image",5.244,81.9999999999999
"Display/save image",5.426,182
