"label","seconds","interval_ms"
"Validating Mesh",2.781,NA
"Pre-processing scene",2.781,0
"Pre-processed  scene",2.781,0
"Removed duplicate materials",2.781,0
"Processed scene bounds",2.781,0
"Processed texture filenames",2.781,0
"Processed materials",2.781,0
"Loaded environment maps",2.781,0
"Initialized buffers",2.789,8.00000000000001
"Initialized shadowmaps",2.789,0
"Initialized alpha buffers",2.789,0
"Initialized shaders",2.789,0
"Initialized 3D models",2.789,0
"Calculated depth buffer(s)",2.797,8.00000000000001
"Executed pixel shaders",2.812,14.9999999999997
"Calculated linear depth",2.826,14.0000000000002
"Rasterized image",2.852,25.9999999999998
"Display/save image",3.043,191
